"Data Source","World Development Indicators",

"Last Updated Date","2017-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Dominica","DMA","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.647963343","0.785799084","0.924674586","1.144459386","1.722183154","11.06804479","17.43832908","33.95186845","59.49235691","73.71494996","101.1458481","125.7150929","128.3805708","138.7402107","148.3370101","152.5524853","152.4747503","129.9598628","102.1357183","106.2933407","107.4325157","",
"Denmark","DNK","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0.140547863","0.314516643","0.598204448","0.901551372","1.126449445","1.513422359","1.981426966","2.413347807","2.88347134","3.413512849","4.081427044","6.889123885","9.661657764","15.71430701","25.05702382","27.36597973","36.44494478","49.41497271","63.00812452","73.95702529","83.40020495","88.56084311","95.70911343","100.5816868","107.1170645","115.3715804","119.3024732","123.6993991","115.669923","128.661526","130.2798977","125.1295938","126.9503442","125.0370073","122.8939236","",
"Dominican Republic","DOM","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","0.043698337","0.075821226","0.095352766","0.134804055","0.267922366","0.701670075","1.016767731","1.714916352","2.494884143","4.977015979","8.142637879","14.43390143","19.032561","23.06075038","27.52205864","38.77928523","48.58664735","57.33593759","73.95219275","87.30861627","88.7787084","86.43207979","86.93709732","88.43350015","78.86382636","82.5867021","80.83152181","",
"Algeria","DZA","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001791178","0.017777422","0.017363261","0.016979454","0.004688247","0.016001794","0.039202273","0.057339703","0.05840281","0.230206295","0.27112703","0.311040075","1.382262358","4.384169991","14.59120666","40.22671305","60.85091077","78.53288666","75.6646235","89.95836607","88.44487548","94.31443964","97.52089467","100.7877205","108.4380562","106.3843412","117.0201102","",
"East Asia & Pacific (excluding high income)","EAP","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0.000120086242538727","0.000138143591359002","0.0010683298175072","0.00196357726990332","0.00362596549081408","0.00636099711546951","0.0113978377908712","0.0217022551947079","0.0428323060740738","0.0912763593751627","0.182546737576534","0.382200085576854","0.670649276051366","1.11612852919611","1.73042895361354","2.98373940500755","5.71576322749635","9.75563422401472","14.0803018525706","18.4991784310285","23.5694799496296","28.1468795700196","33.7924500950406","42.5681192249168","52.3821900747761","60.6524073045645","69.9241611521272","79.8784638403052","88.6807741250029","95.6877219516898","100.783733456815","101.364904291617","107.222425681242","",
"Early-demographic dividend","EAR","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0.000100163452018804","0.000113352841622164","0.000300761713451758","0.000842680741377124","0.00146594410241584","0.00280240159548656","0.00922236666730606","0.0190280892482111","0.0342905344495537","0.053477298278532","0.102427571000962","0.183785832161646","0.34570768203727","0.651651077815618","1.04979166641711","1.88753010787893","3.29052463110251","4.68210273402107","6.08413490855784","8.35493394259132","11.738123550569","17.3714692684683","25.4997512058376","35.0348071728553","45.6399050281052","56.2581582893289","68.8795369087348","78.4338648725357","80.6836580721599","84.4554131046034","87.5080330318194","90.636620738501","96.1658205146047","",
"East Asia & Pacific","EAS","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0.000838395515989309","0.00123087150565813","0.00166301264928067","0.00266195271803763","0.00417699916630357","0.00746279738719904","0.0129097274956013","0.0237220110926263","0.0499723266780217","0.0889971872990977","0.146244753027775","0.213171109220516","0.312817357338202","0.576998231287459","1.24770415197316","2.4747171912724","3.72514993131326","5.29495888759537","7.8208420279254","11.3939711920621","15.8158405181787","20.3257928951688","24.7400175144169","29.6099631750838","34.0711754889128","39.4787067901577","48.0397779379312","57.101860385322","64.9437091439556","73.7362343351991","83.2737837041925","91.6329072084349","98.2693419497195","103.251148486538","104.053906602801","109.572809891392","",
"Europe & Central Asia (excluding high income)","ECA","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","9.9122589388368E-05","0.00137081537017871","0.00261992131127214","0.00411693062707402","0.00839629505335644","0.0130712357309242","0.0191489655630646","0.0280620383262149","0.0626368159619482","0.16125924600661","0.314893301633378","0.692778318057778","1.44293112832133","3.2144292150661","6.65076159650018","10.2848568336411","15.4712556247539","23.6541812043725","39.5058897663557","60.9353949019326","80.2175208330903","94.7327165106723","108.020162716673","117.891356959961","122.442921171716","119.322192395168","121.769709550834","126.028351258367","127.543170314012","128.827249298298","128.992604946943","",
"Europe & Central Asia","ECS","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0.00299495329934882","0.00637587030314193","0.00999641521964863","0.0155218643473405","0.0239026543419457","0.0418148787945735","0.0686787197370866","0.116204709599602","0.191699666682239","0.300982100085468","0.414602060377928","0.564397639641179","0.744279956215268","1.10259626228285","1.79381560729887","2.84432302308105","4.47572292069656","7.18347835077967","12.269726223811","21.31433246114","34.1123029509947","41.9848384236415","47.6205159628404","55.086675488519","66.0845973074419","80.9537175760926","94.4585861623208","106.169918835318","114.88748643603","119.273814056302","120.124290523783","120.31429247792","122.558429484759","125.181926916213","125.203626020413","125.148702540239","125.108584685684","",
"Ecuador","ECU","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.170828212","0.480566995","0.517246854","1.072140872","2.0163","3.118622576","3.847519769","6.722172021","11.97894159","18.05870507","26.19668978","45.33840899","60.50592352","69.66428675","80.51374955","89.7355484","98.53115831","100.5655994","106.2255329","105.6444776","103.8991648","79.77343461","84.30334065","",
"Egypt, Arab Rep.","EGY","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0.004977561","0.005593283","0.006555298","0.007100178","0.007841417","0.008416892","0.011595444","0.012237709","0.012045436","0.011861838","0.103619882","0.141666208","0.738848579","2.056199148","4.157181333","6.580539155","8.349882145","10.82720009","18.98863599","24.66217297","40.54135052","54.69017202","72.09666743","90.50319174","105.0794228","119.9164442","121.507893","114.3059858","110.9915544","113.6982662","",
"Euro area","EMU","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0.0077917585333115","0.00935323002361146","0.0111728685153652","0.0158789952163201","0.0206194013512897","0.0336773469032599","0.05506658921445","0.0897463102089042","0.154431847125358","0.253063896360749","0.439211269872701","0.717345165894537","1.0405003271305","1.60770268386692","2.51003707526566","4.11269786733038","7.17667514876265","12.5679468690511","21.9260654209244","37.7200498384923","59.1368399849982","71.5546376320013","76.3100701997064","82.2609955950052","88.9162838820022","97.897743675761","105.909897006667","115.89084348064","121.238782242714","120.424839929376","116.476649094869","119.405870842851","120.730792844443","121.67827847461","119.958297050935","119.267926161499","119.072750232947","",
"Eritrea","ERI","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.428676577","0.833074787","1.23129209","1.619011387","2.018352101","2.539273454","3.227135845","4.077954414","4.979397878","5.602975462","6.38599695","7.04995255","7.294370822","",
"Spain","ESP","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","","","","0.004406246","0.010861727","0.030015737","0.076743679","0.140678283","0.278272537","0.461351559","0.656329161","1.047842335","2.397111579","7.586339439","10.95273284","16.20300377","37.56120588","60.23673164","72.76287627","81.09707953","88.58520439","90.42919646","98.40193058","103.7617236","108.4148248","109.6808813","111.5801838","111.275767","113.0635394","108.3640175","106.8867146","107.9458995","108.1965621","109.7403864","",
"Estonia","EST","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.036792424","0.164001155","0.484397233","0.943535167","2.12493964","4.920277348","10.32159425","17.82710022","28.13023353","40.77249606","48.00416351","65.37189261","78.40820096","94.27919527","109.0700258","125.7645616","128.0786178","124.2110004","120.5357013","127.2827876","139.5193349","154.9259439","149.7317151","147.8107077","148.6880842","148.67534","",
"Ethiopia","ETH","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01050517","0.026894684","0.040466846","0.072008853","0.071293566","0.209993373","0.539116292","1.107028759","1.5023463","2.36564857","4.775809745","7.869542323","15.80285822","22.37451927","27.25468539","31.59388039","42.76402881","50.5130341","",
"European Union","EUU","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0.00506639046384396","0.0104598177790447","0.014646596542005","0.0220255788545808","0.0337499599932538","0.0599926031041429","0.0994297113559395","0.17255632992796","0.290983872863695","0.468721342970287","0.647364268346762","0.888126745379474","1.18023125677707","1.77374082702713","2.89697635319803","4.55478452141424","7.18860567537134","11.5153549216552","19.707663817638","33.9204097655061","53.5884582001554","64.8227507745594","70.9473107003709","77.9059379535717","85.9529617785979","95.8034243455483","105.025577170391","115.16941664158","120.553790434012","120.460798715093","118.112651744069","120.816755782809","122.681542418854","123.792605850419","122.415412693357","121.314615865666","121.0749117492","",
"Fragile and conflict affected situations","FCS","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000734126137709683","0.00269425013312997","0.00463783601730833","0.0474922165541057","0.0805042051412067","0.153897651832162","0.225383311333826","0.377122947572188","0.592901165253867","0.983678520835106","1.52215408724676","2.49968347600519","4.20664083232956","6.65407283026475","12.7145690948119","18.9232082617261","25.8814257907322","32.2310379976911","38.0944915501012","44.9206205832095","50.5986677678088","58.5000572459269","67.6336128054106","71.8768335981711","69.1999506752213","",
"Finland","FIN","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0.491311351","0.589014682","0.70201103","0.870065829","1.065948629","1.37976292","1.733284322","2.144104654","2.790048075","3.82527312","5.171190195","6.370787129","7.666908049","9.664672185","13.28153215","20.34240794","29.30153817","42.06724499","55.22721773","63.37991163","72.03009689","80.48036651","86.85667387","91.05950591","95.40312987","100.450445","107.6347185","114.8847345","128.424569","144.0887946","156.3055115","165.8909009","172.3224293","136.578674","139.6638962","135.4468526","134.4753788","",
"Fiji","FJI","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.143666151","0.283656121","0.471549627","0.655656678","0.999230592","2.897663403","6.783367646","9.934086167","11.01395796","13.44576273","17.36152235","24.92449701","34.37685675","63.44901555","71.10259987","75.07516314","81.10077287","83.76338399","98.17854865","105.6001544","98.77670015","108.2021715","103.3027513","",
"France","FRA","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0.016252546","0.070046716","0.174653362","0.315304135","0.498190672","0.656765549","0.761609496","0.993573197","1.527885256","2.24533597","4.230263986","9.958005642","19.11826072","36.39293613","49.06407866","62.07543084","64.25770241","68.89744917","73.01991391","78.26189586","83.53432024","88.98459991","92.67718212","92.09659575","91.38732973","94.0767743","97.37775287","98.49547248","101.2124157","102.6131585","103.4526224","",
"Faroe Islands","FRO","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","3.008674415","3.688278231","3.52654245","4.393732207","5.800585047","7.410685914","10.5847387","14.46392897","23.50179086","36.50383945","51.95077968","72.7461205","78.71574066","84.65827559","85.50562483","101.1150686","105.2770715","110.6026088","114.9052419","119.8967346","118.0097274","118.6159253","116.7417979","117.8366357","107.5096978","109.8794063","",
"Micronesia, Fed. Sts.","FSM","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.093472795","5.494495207","11.99343186","13.27143637","17.61444278","26.10540739","26.31629313","26.4466307","26.55690559","26.68626238","30.18811355","30.31704797","","21.54413173","22.24735117","",
"Gabon","GAB","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.028032995","0.117009358","0.245162295","0.370206862","0.613332035","0.835229451","0.831015195","0.743444999","9.791705935","11.94934434","21.72917519","22.79947105","36.32676997","53.40403707","63.55598776","80.76618018","87.6694296","95.44779828","103.4556766","148.6936289","156.6686186","164.2167217","171.375053","161.1213232","144.1660721","",
"United Kingdom","GBR","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0.088469175","0.229588144","0.510974391","0.984128589","1.708755296","1.947059624","2.196366801","2.619945977","3.932425055","6.812778164","9.889762431","12.46095848","15.15254531","25.41757307","46.28415293","73.70811816","78.20217751","82.83088603","90.88455695","99.50619762","108.5920211","115.6002598","121.1018108","122.1864624","123.9547246","123.6254863","123.6041988","124.7618169","124.6098071","123.5810846","124.1322156","122.3202721","",
"Georgia","GEO","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002960248","0.046091288","0.609447781","1.234098639","2.773981786","4.105349723","6.435462135","10.8965115","15.58014589","18.61778229","26.23972528","38.32379074","58.73630305","62.43820399","64.46125996","90.64792691","101.2829241","107.809112","115.0251043","124.9355401","128.9505963","129.0941061","",
"Ghana","GHA","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002585366","0.010950971","0.020417059","0.036990796","0.074354288","0.12446167","0.232363487","0.380901054","0.690808845","1.263629537","1.954760936","3.918536618","8.135148478","13.44255251","23.72559884","33.75729429","50.0664665","63.77348397","71.86671124","85.27494343","100.9932997","108.1911482","114.8194789","129.7359971","139.1290239","",
"Gibraltar","GIB","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.41891149","3.673020528","5.948446794","8.991945864","13.40437259","20.32101203","35.47324209","43.46599028","55.96029986","63.86998194","68.77579092","75.2342521","81.9000819","88.74931731","97.72098268","102.5535842","111.0655458","118.6735879","","129.5380944","141.176671","155.6751234","",
"Guinea","GIN","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000588556","0.010806418","0.012121718","0.011736","0.034568886","0.255012846","0.292782939","0.481493068","0.625832387","1.003476993","1.211353347","1.651452655","1.973615991","","19.90650512","26.66103586","32.936074","36.7781157","43.54770359","48.76925037","63.31503903","72.09875075","87.17366364","85.33367045","",
"Gambia, The","GMB","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.020823423","0.04532642","0.078334523","0.135304285","0.282499795","0.420058457","0.435446069","0.444791613","0.455705803","4.348732248","7.653059272","11.07116691","12.57243519","17.22725782","27.27777463","52.33214725","73.90036908","80.62692375","87.9633354","80.76025697","85.20375721","99.9766937","119.6304887","137.8457028","139.6287262","",
"Guinea-Bissau","GNB","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.093711482","2.836587237","6.952089848","10.83048396","19.95658668","32.9718113","36.13019495","42.69221945","45.10659833","63.0692167","55.15072568","63.48369055","69.2749664","70.25963885","",
"Equatorial Guinea","GNQ","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.013365791","0.063655345","0.061043034","0.119481688","0.964917528","2.805878128","5.803420028","7.299244396","10.56344638","16.0524014","19.30759738","23.45149761","27.35458379","29.5486008","57.35549085","66.8802619","68.05374469","67.47338887","66.38811096","66.71937471","65.90135019","",
"Greece","GRC","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.458787633","1.447153501","2.558141736","4.944987939","8.655453683","18.78539526","35.66038018","53.99532333","72.31264774","84.47267901","81.00455341","84.49551267","92.92454872","99.34233967","111.0964206","124.5083602","119.7955893","110.6455185","109.0787779","120.0963016","112.4969109","109.131534","112.9501854","112.7599929","",
"Grenada","GRD","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.155785888","0.152402675","0.186212076","0.286871071","0.352102049","0.398990554","0.565498631","0.965142151","1.391877752","1.983418933","4.231450502","6.29755815","7.397721819","41.31426506","42.19278165","45.51485658","44.7346504","49.60226285","57.75122195","109.710823","116.4974159","115.018939","123.159182","125.5937373","110.204792","112.2527977","111.1232534","",
"Greenland","GRL","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.306155334","0.784313725","1.727072397","3.676826318","7.382862874","11.59889756","15.90584114","24.12353476","26.9056859","28.19106449","35.24250893","52.43777762","68.62221128","81.61115306","94.68599034","116.8664308","98.48434054","94.51819901","101.4200828","103.7367994","104.6982584","105.9890852","106.3606466","106.5037102","","",
"Guatemala","GTM","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003295716","0.013419628","0.02298958","0.031366214","0.107232198","0.300474937","0.425086663","0.614318049","1.042410082","3.087211532","7.647420611","9.987303754","13.40404656","16.86814086","25.61697311","35.57138428","55.2407726","89.33491997","109.5274308","123.7220234","125.9831555","132.4516485","137.8194849","140.393535","106.6337703","111.4812993","115.3433139","",
"Guam","GUM","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.649180475","0.951746942","1.363896438","2.869627327","3.410917685","3.919357017","3.774300427","8.430142834","12.99114653","17.51133086","20.84172436","44.83563447","50.56297244","61.94925218","","","","","","","","","","","","","",
"Guyana","GUY","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.116319598","0.142124324","0.172352271","0.170709867","0.164189009","0.190720364","0.197145592","0.379868456","5.35010766","10.07413827","10.57779542","18.30583908","22.67765302","36.98152291","52.26250936","69.9336844","57.72160482","62.54783594","71.28590073","66.85662336","68.77901955","69.41295352","70.53891053","67.18556335","66.42847723","",
"High income","HIC","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0.00257186513924991","0.00925377479962078","0.0146648699370126","0.022616911748944","0.0375931099659439","0.0865865630731128","0.151472810680676","0.262217116529234","0.440738256023591","0.742460345932641","1.08897919304035","1.5509830972787","2.15878464736297","3.0792477528567","4.83514277590189","7.64013068410826","11.9184526244992","16.8294239212989","24.1805731139624","35.4577477294388","49.3311661835285","58.1795855229367","63.7031343081422","69.6492523743813","76.3107793269648","83.4802944793642","91.0896957309099","99.3769611689229","103.935033178903","106.923725384914","108.843791147305","112.727297181004","115.237019591429","117.087089245085","121.083344164437","123.171546078425","125.905855949976","",
"Hong Kong SAR, China","HKG","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0.018689957","0.081258922","0.182245465","0.504218653","0.908356275","1.55856424","2.311204939","3.238869715","3.947248663","4.872216207","8.020962705","12.99329905","21.70170873","34.67552508","48.15693696","63.49747283","79.69431046","83.80339232","92.52968608","106.4079144","119.1029016","123.8892854","136.6602462","155.0398371","166.1936237","179.7816019","195.6692192","215.5038098","229.2446254","235.6124293","233.6151774","228.677236","233.9910764","",
"Honduras","HND","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.040376411","0.246500814","0.583530318","1.286770033","2.490088703","3.73334653","5.026447085","5.723479373","10.4578002","18.57507619","31.84055311","58.29729484","84.81834019","112.3283833","124.7187583","103.6720092","92.87017414","95.91916853","93.51563642","95.54210945","91.2196774","",
"Heavily indebted poor countries (HIPC)","HPC","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.95187935868567E-05","0.000869524057401991","0.00186218460078724","0.00416130013932433","0.0102952819558773","0.0268715967685455","0.0656640302642574","0.144034649518858","0.282858667629511","0.598966883727866","1.07552556855129","1.6906969000785","2.76201504856784","4.25843092122577","6.36527286817867","10.7422063078747","16.6996742142317","24.7704827792084","30.8674858204281","36.905769488679","45.309672166932","51.352381762395","57.57511763954","63.1596668816707","67.9879721429313","67.7926156085668","",
"Croatia","HRV","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.005006758","0.042070686","0.132006749","0.23899589","0.458153231","0.718264839","1.39727181","2.61691813","4.006694363","6.538459663","23.08276209","39.46668034","52.24918201","57.51727921","64.44748808","83.15832573","100.3790937","115.2253076","104.4643435","107.4733846","113.6081449","118.3013547","115.4136047","110.0543067","104.4313214","103.7666724","104.1129152","",
"Haiti","HTI","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.120690009","0.296442489","0.641157609","1.049282205","1.580200539","3.557045958","4.381193159","5.401215155","12.78140119","26.27785531","33.20103068","37.35732558","40.41873813","41.86242333","59.90841158","69.39885695","64.70745958","68.84369285","60.53671899","",
"Hungary","HUN","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.025469277","0.081743662","0.22472515","0.441073865","1.380157809","2.559893292","4.57770369","6.844830397","10.40708506","15.87960141","30.08846831","48.7187786","67.7194215","78.33164715","86.25517302","92.31411681","98.89553625","109.6328855","121.6811908","117.5591879","119.9427178","116.9434928","116.070556","116.4278724","118.0538283","118.9116649","119.1135215","",
"IBRD only","IBD","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","5.62025597248511E-05","6.43958458164817E-05","0.000512130136532774","0.00116396493033378","0.00219777667309513","0.00426987755903203","0.00969414628805948","0.0196472770113659","0.0392638109883079","0.0764641661532971","0.159588718716242","0.316126000161387","0.56015543939791","1.02523185331693","1.67681906757621","3.03496785626031","5.47857072164875","8.52007697268447","11.785227424826","15.919201075098","21.7863463112428","29.3341505772139","37.8993348610689","47.3937648775755","57.8562120398267","68.2502541458749","79.4998130223452","88.3627397936739","92.7046212679712","97.6539583096883","100.527063712209","101.259619547313","105.789848497526","",
"IDA & IBRD total","IBT","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","4.56828418560118E-05","5.21888744063865E-05","0.000414807213139703","0.000941395050025699","0.00177477201926479","0.0034422104947195","0.00785168070078949","0.0159786230597301","0.0321466004747299","0.062598257405502","0.130013553894705","0.254128653998747","0.44920753048025","0.820921111035106","1.34125165283883","2.42471466041426","4.37784393077937","6.83176205690436","9.50793974543363","12.8981748002254","17.8587138094457","24.4102339131786","32.5088558543807","41.5141418491138","51.7016032186288","60.9774265439349","71.0283297984534","79.5770700733806","84.2728243655415","89.4367548561615","92.9675346743218","94.2919269217136","97.7863854868965","",
"IDA total","IDA","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000254265568862379","0.000996442319662438","0.00215322049462203","0.00484730625261564","0.00834670003382157","0.0132101033041853","0.0235326233471962","0.0448561723164441","0.086402576767732","0.171251907199988","0.362915742470828","0.74675097242825","1.39524966888626","2.26757189600804","4.10481602124111","7.39932385509494","13.9592003811805","21.7657438884704","31.2771898603634","37.1360561496668","43.8065181752818","51.4821332781629","57.6437021482083","63.8059651313022","69.691744358391","73.1184084926842","73.7786487548546","",
"IDA blend","IDB","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000746922751575753","0.00293530166436692","0.0049113445740091","0.00873202455548413","0.0135146190249405","0.0197584137064285","0.0316359973558221","0.0575909075861265","0.0879302708930323","0.171023050870356","0.351088592291541","0.82775657405408","1.71307111451244","2.64231639152311","5.30696112188125","10.3555366576059","20.2277856705414","30.8494228098788","44.8720060102048","50.9487447896728","57.3859909859927","62.694383312996","68.4668754930133","72.8017919033644","75.8597429593617","75.6486384665127","77.3958405782968","",
